2 0.157598 0.842402
4 0.309105 0.690895
6 0.44927 0.55073
8 0.573823 0.426177
10 0.680191 0.319809
12 0.767612 0.232388
14 0.836621 0.163379
16 0.889085 0.110915
18 0.927189 0.0728107
20 0.953962 0.0460383
22 0.971884 0.0281163
24 0.983518 0.0164816
26 0.990702 0.00929802
28 0.994935 0.0050645
30 0.997336 0.00266361
